,id,premise,hypothesis,lang_abv,language,label
7028,1df45d2a88,"With a margin of overwhelming proportions remaining in most polls, Dole has been written off by pundits, rightly or wrongly.",Experts no longer considered them contenders.,en,English,0
6612,75e2c3e08d,"Eine andere, völlig andere Art von Fallschirm und ein Vogel, der dreimal so schnell wie der Schall fliegt, über 22.000 Meilen pro Stunde.",Es fährt nur 10.000 Meilen pro Stunde.,de,German,2
9642,6699d13301,The air is warm.,Warm air will blow from the open oven door.,en,English,1
7005,aff54ab685,سینٹرل کمانڈ کے کمانڈر جنرل ٹومی فریکس (CENTCOM) نے ہمیں 43 کو بتایا کہ صدر مطمئن نہیں ہیں۔,صدر کمانڈر انچیف سے خوش نہیں تھے۔,ur,Urdu,0
10108,bd0bd5e307,"36 million could mean the state's legal services for the poor would lose six of their 21 regional offices, said the head of a poverty law resource center.",LSC could lose 80% of their funding.,en,English,2
4918,9884762ec2,"Kwa njia hiyo hiyo, wachapaji wanategemea kabisa nguvu za mkono kuunda maneno, badala ya msaada wa umeme au (wa kielektroniki).",Wachapishaji wanahitaji msaada wa elektroniki ili kuzalisha neno.,sw,Swahili,2
4086,db094230d0,Congress also told the LSC that it could not continue to fund its presumption recipients and that it must begin allocating its funds on a competitive basis.,The LSC was told by Congress that grants could no longer be arbitrarily funded and funds should be distributed on a competitive basis.,en,English,0
9184,7aaa6c9be2,"Хазнави (рейс 93) и Вайль аль-Шехри (рейс 11) прибыли в Майами из Лондона 8 июня 2001 г., как и предыдущие трое.",Аль-Хазнави (рейс 93) вылетел из Лондона в Нью-Йорк.,ru,Russian,2
3118,4f57f9e90e,Castlerigg near Keswick is the best example.,A good example would be Keswick near Castlerigg.,en,English,0
4202,ae95b8bb2c,"Мэр Литограда, города, где вырос Йозеф Корбель, говорит, что за последние годы отправил Олбрайт три письма.",Корбель направился в Летоград.,ru,Russian,0
6925,a0e029ed53,well we bought this with credit too  well we found it with a clearance uh down in Memphis i guess and uh,We buy items in Memphis using cash.,en,English,2
9006,8d3f9098db,This breakdown in cooperation between the Palestinian Authority and Israel is the basis for the Israeli complaint that Arafat is responsible for the bombing of Jerusalem last week.,This breakdown in Israeli-Palestinian cooperation is not the basis for Israeli complaints that Arafat was responsible for last week's Jerusalem bombing.,en,English,2
522,42a2d75ee4,NHTSA notes that the only possible interpretation of Section 330 is to treat the standard phrase promulgated .,"The only other possible interpretation of section 330 was to address the promulgated standard phrases, as noted by NHTSA.",en,English,0
10845,34a02eae3b,"In addition, senior executives in these organizations demonstrated their ongoing commitment to finance-related improvement initiatives by leveraging key business/line managers to drive improvement efforts, attending key meetings, ensuring the necessary resources were provided, and creating a system of rewards and incentives to recognize those who support improvement initiatives.",Senior executives are not committed to finance-related improvements.,en,English,2
4324,c5d031064b,"Les mots du troisième groupe sont d'usage le plus courant, définissant à l'origine les actes sexuels.",Il n'y a pas de mots pour décrire sexy.,fr,French,2
462,253441c9c4,yes i mean that Escort even with the head gasket gone i mean it would start first time every time,Once the head gasket went out the Escort stopped working.,en,English,2
11688,febfba73b1,"Similarly, the OIM has revised the Electronic Authorization Renewal Application to accommodate new information requested by the LSC and to provide greater user convenience.",OIM is hoping to revise the grant renewal request to limit LSC's ability to request information.,en,English,2
6580,5a7ec7b770,Jon shifted and the sword tip slid past.,John dodged the point of the sword.,en,English,0
6499,e6cac9576a,"For example, the moderate scenario assumes 50% or $1.",50% safe,en,English,1
2932,830bfcbe61,帕丘卡斯是帕丘科斯的女朋友，但他们也都有自己的穿着风格。,Pachucas比pachucos穿着更多衣服。,zh,Chinese,1
2971,918574b495,There must be someone out there who knows more about what's going on in this world than he does.,"He knew a lot, but he hoped someone else knew more.",en,English,0
9630,82bc52e3f2,แม้จะแบ่งให้แต่พีทก็ยังเชื่อฟัง,Pit เป็นชื่อสุนัขที่สุภาพมาก,th,Thai,1
9015,05eeaaf6a9,El tiempo desde la colocación del pedido hasta la finalización de las actividades de puesta en marcha es de 46 semanas para ambas unidades.,Ambas unidades tardan 46 semanas en completar un pedido.,es,Spanish,0
8738,1de161a345,uh uh they make you happy they sure we have a uh my wife's uh mother is uh oh about seventy seven i think she was really excited when we went to see her and brought the dog i think she was happier seeing the dog than she is us,The dog cheered on my wife's mother.,en,English,0
5307,0b6239c0ac,"Generally, if the pH of the wash liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the sorbent.","if the pH of the cleaning fluid falls below a range of 5.0 to 6.0, additional reagent is required",en,English,0
9282,f6309aab11,yeah bạn biết thường yeah uh tôi có một trang trại 100 dặm về phía đông của đông texas,Tôi có một cánh đồng ở Texas.,vi,Vietnamese,0
2878,0bf23f26af,"Ah yes, actually, we had a very similar situation two weeks ago, the captain added cautiously and quickly changed the subject, 'Now the important thing is that you prepare for about 2 minutes in weightlessness, not a Slovak satellite. two weeks ago.","The situation two weeks ago was the only thing the captain wanted to talk about, and he refused to change the subject.",en,English,2
8265,7e2d04b185,"Naturally, I had watched Mr. Inglethorp, hoping that sooner or later he would lead me to the hiding place.",I thought he would show where he hid.,en,English,0
6462,468274d249,I don't know what kind of summer we are expecting this year I imagine it's going to be hot again,I guess this summer will be warm again; we will see.,en,English,0
3262,6f081626db,I hope that our common interests will lead us to a consensus - a consensus that will bring significant benefits to the country.,common interests are not expected to lead us to a consensus.,en,English,2
2037,9d2c135613,"St. Barts, of course, is completely unprotected.",St. Barts is a military powerhouse.,en,English,2
9351,78f78f0d51,"Bu, herhangi bir duyarlı sistem için büyük bir zorluk ve büyük bir olasılıktır.",Ne olursa olsun her projenin bir zorluğu vardır.,tr,Turkish,0
8347,b86670b3ab,"In another role reversal, Gingrich may have positioned himself to fill it.",Gingrich should not be in office.,en,English,1
2291,658f9f5853,1997 Henry J. A Kaiser Family Foundation survey found that Americans are basically satisfied with their care in managed care plans.,The Henry Kaiser Foundation shows that people will always be satisfied with the way their health care is,en,English,1
11978,945b321db8,"We still defend a God-given right of human beings to use the environment to their advantage, says Barrett Duke of Southern Baptists.",Duke says we can use the environment to our advantage.,en,English,0
6714,8a15d6de04,"Kwa hivyo, niliita U-Haul kuuliza kuhusu sera zao za kukodisha.",Niliita U-Haul kuhusu sera yao ya pili ya udereva.,sw,Swahili,1
11903,c4ed339776,Παροχή επαγγελματικής ατμόσφαιρας σε πολλούς ταλαντούχους εκπροσώπους στην κοινότητα για να βελτιώσουν και να βελτιώσουν τις δεξιότητές τους,Μερικοί ηθοποιοί χρησιμοποιούν το κοινοτικό θέατρο για να γίνουν καλύτεροι.,el,Greek,0
4484,9e6824500c,"Je ne l'ai jamais vu, et je ne sais toujours pas pourquoi, à moins que ce soit juste pour exprimer le besoin de savoir ce que l'on fait et ainsi de suite.",J'ai tout vu!,fr,French,2
3079,6de51f3433,I do not know.,"I don't know what you said, no.",en,English,1
